,row_id,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,previous_answer_index_question_id,previous_answer_question_id,flg
1107,13533,3359455334,138650,293,0,300,1,1,14000.0,True,293,293,1,2,143 20 81 92,-1,,-99,-99,True
1109,13534,3359501193,138650,739,0,301,0,1,18000.0,True,739,739,0,2,143 20 38 81,-1,,-99,-99,True
1111,13535,3359602362,138650,960,0,298,1,1,22000.0,True,960,960,1,2,148 32 92 29,-1,,-99,-99,True
1113,13537,3359647885,138650,1315,0,303,3,1,21000.0,True,1315,1315,3,2,2 107 62 29 102,-1,,-99,-99,True
1114,13538,3359698793,138650,1344,0,304,3,1,19000.0,True,1344,1344,3,2,62 17 56 162 92 102,-1,,-99,-99,True
1117,13539,3359730783,138650,795,0,305,1,1,11000.0,True,795,795,1,2,2 107 38 29,-1,,-99,-99,True
1118,13540,3359767800,138650,589,0,306,0,0,15000.0,True,589,589,3,2,90 32 81 29,-1,,-99,-99,True
1121,13541,3359800615,138650,748,0,307,3,0,16000.0,True,748,748,1,2,143 141 92 29,-1,,-99,-99,True
1123,13542,3359840714,138650,587,0,308,1,1,15000.0,True,587,587,1,2,143 30 81 92,-1,,-99,-99,True
1124,13543,3359874760,138650,1010,0,309,1,1,18000.0,True,1010,1010,1,2,138 41 38 92,-1,,-99,-99,True
1126,13544,3359904523,138650,482,0,310,3,1,16000.0,True,482,482,3,2,143 20 81 29,-1,,-99,-99,True
1129,13545,3359940388,138650,738,0,311,3,0,15000.0,True,738,738,1,2,143 30 62 38 81,-1,,-99,-99,True
1131,13546,3360039593,138650,365,0,312,0,0,16000.0,True,365,365,1,2,155 163 81 29,-1,,-99,-99,True
1133,13547,3395746600,138650,235,0,313,3,1,4000.0,True,235,235,3,2,137 88 92 102,-1,,-99,-99,True
1135,13548,3422896179,138650,2898,0,314,2,1,22000.0,True,2898,2898,2,4,106 120 162 92,-1,,-99,-99,True
1137,13549,3422896179,138650,2900,0,314,0,1,22000.0,True,2900,2898,0,4,82 120 162 92,-1,,-99,-99,True
1138,13550,3422896179,138650,2899,0,314,2,1,22000.0,True,2899,2898,2,4,136 120 162 92,-1,,-99,-99,True
1141,13551,3422929656,138650,88,0,315,1,1,24000.0,True,88,88,1,1,131 101 102,-1,,-99,-99,True
1143,13552,3422970210,138650,751,0,316,3,1,21000.0,True,751,751,3,2,148 32 38 81,-1,,-99,-99,True
1145,13553,3423007100,138650,365,0,317,1,1,20000.0,True,365,365,1,2,155 163 81 29,-1,,-99,-99,True
1147,13554,3423035143,138650,191,0,318,2,1,17000.0,True,191,191,2,1,131 40 102,-1,,-99,-99,True
1149,13555,3423062230,138650,967,0,319,1,1,21000.0,True,967,967,1,2,137 88 92 29,-1,,-99,-99,True
1151,13556,3423113803,138650,5670,0,320,3,1,20000.0,True,5670,5670,3,5,123,-1,,-99,-99,True
1153,13557,3423134775,138650,8810,0,321,2,1,39000.0,True,8810,8810,2,5,170,-1,,-99,-99,True
1155,13558,3423162104,138650,10636,0,322,0,1,9000.0,True,10636,10636,0,1,9 10 81,-1,,-99,-99,True
1157,13559,3423256538,138650,2594,0,323,2,1,19000.0,True,2594,2593,2,4,161 103 102,-1,,-99,-99,True
1158,13560,3423256538,138650,2595,0,323,3,0,19000.0,True,2595,2593,0,4,82 103 102,-1,,-99,-99,True
1160,13561,3423256538,138650,2593,0,323,0,0,19000.0,True,2593,2593,3,4,136 103 102,-1,,-99,-99,True
1163,13562,3423286536,138650,9045,0,324,2,0,27333.0,True,9045,9045,3,5,91,-1,,-99,-99,True
1165,13563,3423324955,138650,7888,0,325,0,1,12000.0,True,7888,7888,0,1,131 149 92,-1,,-99,-99,True
1167,13564,3423342517,138650,5692,0,326,3,1,22000.0,True,5692,5692,3,5,151,-1,,-99,-99,True
1169,13565,3423374544,138650,7898,0,327,1,0,10000.0,True,7898,7898,2,1,131 99 29,-1,,-99,-99,True
1171,13566,3423496491,138650,7114,0,328,0,1,22000.0,True,7114,7113,0,7,118 37 21,-1,,-99,-99,True
1172,13567,3423496491,138650,7113,0,328,0,0,22000.0,True,7113,7113,3,7,76 37 21,-1,,-99,-99,True
1174,13568,3423496491,138650,7116,0,328,1,1,22000.0,True,7116,7113,1,7,18 37 21,-1,,-99,-99,True
1176,13569,3423496491,138650,7115,0,328,3,1,22000.0,True,7115,7113,3,7,37 153 21,-1,,-99,-99,True
1179,13570,3431442376,138650,1291,0,329,3,1,23000.0,True,1291,1291,3,2,143 176 38 102,-1,,-99,-99,True
1181,13571,3431477411,138650,396,0,330,3,0,20000.0,True,396,396,0,2,143 71 38 92,-1,,-99,-99,True
1183,13572,3431516640,138650,437,0,332,1,0,18000.0,True,437,437,0,2,62 90 100 92 102,-1,,-99,-99,True
1184,13573,3431551126,138650,1367,0,333,3,0,17000.0,True,1367,1367,0,2,143 62 176 38 92,-1,,-99,-99,True
1187,13574,3431584744,138650,1223,0,334,1,0,18000.0,True,1223,1223,3,2,62 155 119 29 102,-1,,-99,-99,True
1189,13575,3431613452,138650,526,0,335,1,0,21000.0,True,526,526,0,2,155 163 162 92 102,-1,,-99,-99,True
1191,13576,3431642628,138650,1207,0,336,0,0,18000.0,True,1207,1207,1,2,2 107 162 38 102,-1,,-99,-99,True
1193,13577,3431671092,138650,1290,0,337,3,1,20000.0,True,1290,1290,3,2,17 56 92 29,-1,,-99,-99,True
1194,13578,3431697031,138650,640,0,338,1,1,19000.0,True,640,640,1,2,137 88 38 92,-1,,-99,-99,True
1197,13579,3590170477,138650,6566,0,339,3,1,17000.0,True,6566,6565,3,6,91 162,-1,,-99,-99,True
1199,13580,3590170477,138650,6567,0,339,0,1,17000.0,True,6567,6565,0,6,53 162,-1,,-99,-99,True
1200,13581,3590170477,138650,6565,0,339,0,1,17000.0,True,6565,6565,0,6,96 162,-1,,-99,-99,True
1202,13582,3590170477,138650,6568,0,339,1,1,17000.0,True,6568,6565,1,6,27 162,-1,,-99,-99,True
1205,13583,3590286939,138650,10207,0,340,0,1,24250.0,True,10207,10204,0,6,159,-1,,-99,-99,True
1207,13584,3590286939,138650,10204,0,340,1,0,24250.0,True,10204,10204,3,6,27,-1,,-99,-99,True
1209,13585,3590286939,138650,10206,0,340,3,1,24250.0,True,10206,10204,3,6,4,-1,,-99,-99,True
1211,13586,3590286939,138650,10205,0,340,2,1,24250.0,True,10205,10204,2,6,91,-1,,-99,-99,True
1213,13587,3590498356,138650,10073,0,341,1,0,23250.0,True,10073,10070,3,6,27,-1,,-99,-99,True
1214,13588,3590498356,138650,10072,0,341,0,1,23250.0,True,10072,10070,0,6,174,-1,,-99,-99,True
1216,13589,3590498356,138650,10071,0,341,1,1,23250.0,True,10071,10070,1,6,53,-1,,-99,-99,True
1218,13590,3590498356,138650,10070,0,341,0,1,23250.0,True,10070,10070,0,6,1,-1,,-99,-99,True
1221,13592,3670994733,138650,6847,0,342,0,0,32000.0,True,6847,6845,3,6,73 162,-1,,-99,-99,True
1223,13593,3670994733,138650,6845,0,342,3,1,32000.0,True,6845,6845,3,6,53 162,-1,,-99,-99,True
1224,13594,3670994733,138650,6846,0,342,1,0,32000.0,True,6846,6845,3,6,55 162,-1,,-99,-99,True
1226,13595,3670994733,138650,6848,0,342,3,1,32000.0,True,6848,6845,3,6,27 162,-1,,-99,-99,True
1229,13597,3812298837,138650,6499,0,343,2,0,31250.0,True,6499,6497,0,6,96,-1,,-99,-99,True
1230,13598,3812298837,138650,6497,0,343,3,1,31250.0,True,6497,6497,3,6,7,-1,,-99,-99,True
1232,13599,3812298837,138650,6498,0,343,3,1,31250.0,True,6498,6497,3,6,27,-1,,-99,-99,True
1234,13600,3812298837,138650,6500,0,343,3,1,31250.0,True,6500,6497,3,6,53,-1,,15,-99,False
1236,13601,3812562709,138650,6637,0,346,2,1,24750.0,True,6637,6637,2,6,49,-1,,39,0,True
1238,13602,3812562709,138650,6640,0,346,2,0,24750.0,True,6640,6637,1,6,27,-1,,39,0,True
1240,13603,3812562709,138650,6638,0,346,2,0,24750.0,True,6638,6637,3,6,73,-1,,37,0,True
1243,13604,3812562709,138650,6639,0,346,0,1,24750.0,True,6639,6637,0,6,96,-1,,37,0,True
1245,13605,3932780754,138650,250,0,347,3,0,45000.0,True,250,250,0,2,148 32 92 29,-1,,36,0,True
1247,13606,3932813837,138650,834,0,348,0,0,19000.0,True,834,834,3,2,148 32 38 92,-1,,16,0,True
1249,13607,3932848113,138650,560,0,350,1,0,24000.0,True,560,560,0,2,138 41 38 81,-1,,31,0,True
1251,13608,3932872891,138650,920,0,351,0,1,18000.0,True,920,920,0,2,138 41 38 29,-1,,38,1,True
1253,13609,3932899020,138650,420,0,349,1,1,17000.0,True,420,420,1,2,17 56 38 29,-1,,15,0,True
1254,13610,3932924609,138650,290,0,352,0,0,18000.0,True,290,290,1,2,143 141 38 81,-1,,21,0,True
1256,13611,3932947770,138650,403,0,353,0,1,18000.0,True,403,403,0,2,143 114 38 102,-1,,-99,-99,True
1259,13612,3932972751,138650,817,0,354,1,1,16000.0,True,817,817,1,2,17 56 38 29,-1,,-99,-99,True
1260,13613,3932997543,138650,877,0,355,0,1,17000.0,True,877,877,0,2,143 140 6 38 92,-1,,-99,-99,True
1263,13614,3933023367,138650,421,0,356,1,0,16000.0,True,421,421,0,2,129 143 176 38 102,-1,,-99,-99,True
1265,13615,3933047816,138650,288,0,357,0,1,16000.0,True,288,288,0,2,143 176 6 81 92,-1,,-99,-99,True
1267,13616,3933074231,138650,1296,0,358,3,0,14000.0,True,1296,1296,0,2,143 105 38 102,-1,,-99,-99,True
1269,13617,3933097352,138650,1047,0,359,1,0,18000.0,True,1047,1047,0,2,148 32 38 102,-1,,-99,-99,True
1270,13618,3933124664,138650,749,0,360,1,1,12000.0,True,749,749,1,2,90 100 81 92,-1,,-99,-99,True
1273,13619,3933148148,138650,475,0,361,1,1,17000.0,True,475,475,1,2,90 100 81 29,-1,,58,0,True
1275,13620,3933176053,138650,724,0,362,0,0,16000.0,True,724,724,1,2,90 100 92 102,-1,,55,0,True
1277,13621,3933201319,138650,1033,0,363,3,1,19000.0,True,1033,1033,3,2,143 140 92 102,-1,,52,0,True
1278,13622,3933230898,138650,319,0,364,0,0,16000.0,True,319,319,1,2,148 32 38 102,-1,,52,0,True
1281,13623,3933304893,138650,85,0,366,1,1,19000.0,True,85,85,1,1,131 13 102,-1,,52,0,True
1283,13624,3933345177,138650,171,0,367,1,1,22000.0,True,171,171,1,1,131 93 38,-1,,46,0,True
1285,13625,3933370739,138650,10487,0,368,2,1,35000.0,True,10487,10487,2,1,131 99 29,-1,,-99,-99,True
1287,13626,3933399387,138650,7910,0,369,2,1,20000.0,True,7910,7910,2,1,10 178 92,-1,,-99,-99,True
1289,13627,3933425331,138650,7965,0,370,0,1,22000.0,True,7965,7965,0,1,131 130 162 38,-1,,-99,-99,True
1291,13628,3933458349,138650,7920,0,371,1,1,19000.0,True,7920,7920,1,1,9 10 81,-1,,-99,-99,True
1293,13629,3933584614,138650,6808,0,345,1,1,23000.0,True,6808,6805,1,6,27,-1,,-99,-99,True
1295,13630,3933584614,138650,6805,0,345,2,1,23000.0,True,6805,6805,2,6,173,-1,,-99,-99,True
1297,13631,3933584614,138650,6807,0,345,1,0,23000.0,True,6807,6805,0,6,96,-1,,-99,-99,True
1299,13632,3933584614,138650,6806,0,345,2,0,23000.0,True,6806,6805,1,6,53,-1,,-99,-99,True
1301,13634,3934282438,138650,10077,0,374,1,1,14750.0,True,10077,10074,1,6,27,-1,,-99,-99,True
1303,13635,3934282438,138650,10075,0,374,3,1,14750.0,True,10075,10074,3,6,44,-1,,-99,-99,True
1305,13636,3934282438,138650,10076,0,374,2,1,14750.0,True,10076,10074,2,6,53,-1,,-99,-99,True
1307,13637,3934282438,138650,10074,0,374,3,1,14750.0,True,10074,10074,3,6,44,-1,,-99,-99,True
1309,13638,3934423147,138650,10262,0,372,3,1,14000.0,True,10262,10260,3,6,147,-1,,-99,-99,True
1311,13639,3934423147,138650,10260,0,372,0,1,14000.0,True,10260,10260,0,6,53,-1,,-99,-99,True
1313,13640,3934423147,138650,10263,0,372,0,1,14000.0,True,10263,10260,0,6,27,-1,,-99,-99,True
1315,13641,3934423147,138650,10261,0,372,0,1,14000.0,True,10261,10260,0,6,96,-1,,-99,-99,True
1317,13642,3934517353,138650,6917,0,375,3,1,33000.0,True,6917,6916,3,6,55 162,-1,,-99,-99,True
1319,13643,3934517353,138650,6916,0,375,1,1,33000.0,True,6916,6916,1,6,1 162,-1,,-99,-99,True
1321,13644,3934517353,138650,6919,0,375,0,1,33000.0,True,6919,6916,0,6,80 162,-1,,-99,-99,True
1323,13645,3934517353,138650,6918,0,375,0,1,33000.0,True,6918,6916,0,6,27 162,-1,,-99,-99,True
1325,13646,3934653076,138650,6569,0,376,1,1,21500.0,True,6569,6569,1,6,8,-1,,-99,-99,True
1327,13647,3934653076,138650,6571,0,376,0,1,21500.0,True,6571,6569,0,6,73,-1,,-99,-99,True
1329,13648,3934653076,138650,6570,0,376,3,1,21500.0,True,6570,6569,3,6,79,-1,,-99,-99,True
1331,13649,3934653076,138650,6572,0,376,0,1,21500.0,True,6572,6569,0,6,27,-1,,-99,-99,True
1333,13650,3934758009,138650,6733,0,377,1,0,31500.0,True,6733,6733,3,6,173,-1,,-99,-99,True
1335,13651,3934758009,138650,6736,0,377,2,1,31500.0,True,6736,6733,2,6,73,-1,,-99,-99,True
1337,13652,3934758009,138650,6734,0,377,3,1,31500.0,True,6734,6733,3,6,27,-1,,-99,-99,True
1339,13653,3934758009,138650,6735,0,377,3,1,31500.0,True,6735,6733,3,6,53,-1,,-99,-99,True
1340,13654,4062935358,138650,232,0,365,3,1,22750.0,True,232,232,3,2,2 107 38 102,-1,,-99,-99,True
1342,13655,4192062588,138650,6885,0,378,2,1,18000.0,True,6885,6885,2,6,27,-1,,-99,-99,True
1344,13656,4192062588,138650,6887,0,378,0,1,18000.0,True,6887,6885,0,6,91,-1,,-99,-99,True
1346,13657,4192062588,138650,6886,0,378,0,1,18000.0,True,6886,6885,0,6,55,-1,,-99,-99,True
1348,13658,4192062588,138650,6888,0,378,3,1,18000.0,True,6888,6885,3,6,1,-1,,-99,-99,True
1350,13659,4192208438,138650,6575,0,379,0,1,21750.0,True,6575,6573,0,6,109 162,-1,,-99,-99,True
1352,13660,4192208438,138650,6574,0,379,1,1,21750.0,True,6574,6573,1,6,179 162,-1,,-99,-99,True
1355,13661,4192208438,138650,6573,0,379,1,1,21750.0,True,6573,6573,1,6,147 162,-1,,-99,-99,True
1356,13662,4192208438,138650,6576,0,379,2,1,21750.0,True,6576,6573,2,6,27 162,-1,,-99,-99,True
1358,13663,4192352761,138650,6897,0,380,0,1,33000.0,True,6897,6896,0,6,73 162,-1,,-99,-99,True
1360,13664,4192352761,138650,6896,0,380,1,1,33000.0,True,6896,6896,1,6,53 162,-1,,-99,-99,True
1362,13665,4192352761,138650,6898,0,380,0,1,33000.0,True,6898,6896,0,6,123 162,-1,,-99,-99,True
1364,13666,4192352761,138650,6899,0,380,1,0,33000.0,True,6899,6896,2,6,27 162,-1,,-99,-99,True
1366,13667,4192474880,138650,6610,0,381,1,1,30500.0,True,6610,6609,1,6,27 162,-1,,-99,-99,True
1369,13668,4192474880,138650,6611,0,381,3,1,30500.0,True,6611,6609,3,6,44 162,-1,,-99,-99,True
1371,13669,4192474880,138650,6609,0,381,2,1,30500.0,True,6609,6609,2,6,8 162,-1,,-99,-99,True
1372,13670,4192474880,138650,6612,0,381,0,1,30500.0,True,6612,6609,0,6,73 162,-1,,-99,-99,True
1374,13671,4192733192,138650,1727,0,382,1,1,25250.0,True,1727,1727,1,3,136 81 92,-1,,-99,-99,True
1376,13672,4192733192,138650,1729,0,382,3,1,25250.0,True,1729,1727,3,3,82 81 92,-1,,-99,-99,True
1379,13673,4192733192,138650,1728,0,382,0,1,25250.0,True,1728,1727,0,3,113 81 92,-1,,-99,-99,True
1381,13675,4277160142,138650,58,0,384,0,1,26333.0,True,58,58,0,1,10 164 92,-1,,-99,-99,True
1383,13676,4277193007,138650,9,0,385,3,1,24000.0,True,9,9,3,1,10 164 81,-1,,-99,-99,True
1385,13677,4277238073,138650,10465,0,386,3,1,23000.0,True,10465,10465,3,1,9 10 38,-1,,-99,-99,True
1387,13678,4277275858,138650,7894,0,387,2,0,23000.0,True,7894,7894,0,1,9 10 92,-1,,-99,-99,True
1389,13679,4277313524,138650,7933,0,388,2,1,25000.0,True,7933,7933,2,1,10 178 38,-1,,-99,-99,True
1391,13681,4277553492,138650,762,0,390,1,0,25000.0,True,762,762,3,2,62 155 163 92 29,-1,,-99,-99,True
1393,13682,4277586252,138650,1029,0,391,1,1,20000.0,True,1029,1029,1,2,155 163 29 102,-1,,-99,-99,True
1395,13684,4277857915,138650,396,0,393,0,1,20000.0,True,396,396,0,2,143 71 38 92,-1,,-99,-99,True
1397,13685,4277885887,138650,593,0,394,0,0,16000.0,True,593,593,1,2,143 71 38 29,-1,,-99,-99,True
1399,13686,4285912639,138650,9672,0,395,0,1,17000.0,True,9672,9672,0,5,96,-1,,-99,-99,True
1401,13687,4285989820,138650,6087,0,396,2,0,10000.0,True,6087,6087,0,5,34,-1,,-99,-99,True
1402,13688,4286064264,138650,4975,0,397,2,1,10000.0,True,4975,4975,2,5,179,-1,,-99,-99,True
1405,13689,4286078927,138650,4851,0,398,0,0,8000.0,True,4851,4851,2,5,89,-1,,-99,-99,True
1406,13690,4286133836,138650,9925,0,399,0,0,5000.0,True,9925,9925,1,5,75,-1,,-99,-99,True
1408,13691,4286173997,138650,6093,0,400,3,0,37000.0,True,6093,6093,0,5,91,-1,,-99,-99,True
1410,13692,4286195976,138650,6143,0,401,1,0,20000.0,True,6143,6143,0,5,116,-1,,-99,-99,True
1412,13693,4286234640,138650,4480,0,402,3,0,11000.0,True,4480,4480,1,5,159,-1,,-99,-99,True
1414,13694,4286277403,138650,9570,0,403,2,1,8000.0,True,9570,9570,2,5,79,-1,,-99,-99,True
1416,13695,4286295868,138650,5558,0,404,1,1,15000.0,True,5558,5558,1,5,125,-1,,-99,-99,True
1419,13696,4286315067,138650,3635,0,405,1,1,11000.0,True,3635,3635,1,5,15,-1,,-99,-99,True
1421,13697,4286340275,138650,6097,0,406,1,1,12000.0,True,6097,6097,1,5,73,-1,,-99,-99,True
1423,13698,4286383063,138650,9057,0,407,2,1,17000.0,True,9057,9057,2,5,72,-1,,-99,-99,True
1425,13699,4286422632,138650,6435,0,408,2,1,32000.0,True,6435,6435,2,5,28,-1,,-99,-99,True
1427,13700,4288043972,138650,5671,0,409,0,1,26000.0,True,5671,5671,0,5,47,-1,,-99,-99,True
1429,13701,4322195708,138650,829,0,392,0,1,50000.0,True,829,829,0,2,69 2 88 81 29,-1,,-99,-99,True
1430,13702,4363204755,138650,5333,0,410,0,0,19000.0,True,5333,5333,2,5,8,-1,,-99,-99,True
1432,13703,4363228882,138650,8702,0,411,0,1,44000.0,True,8702,8702,0,5,73,-1,,-99,-99,True
1434,13704,4363254506,138650,4424,0,412,0,0,13000.0,True,4424,4424,3,5,91,-1,,-99,-99,True
1436,13705,4363313753,138650,5980,0,413,1,0,16000.0,True,5980,5980,0,5,152,-1,,-99,-99,True
1439,13706,4363364912,138650,5738,0,414,0,0,35000.0,True,5738,5738,2,5,8,-1,,-99,-99,True
1441,13707,4363401447,138650,9969,0,415,2,1,17000.0,True,9969,9969,2,5,73,-1,,-99,-99,True
1442,13708,4363722550,138650,6058,0,416,2,0,16000.0,True,6058,6058,1,5,128,-1,,-99,-99,True
1444,13709,4363759383,138650,4406,0,417,3,1,75000.0,True,4406,4406,3,5,33,-1,,-99,-99,True
1446,13710,4363776667,138650,4248,0,418,3,1,25000.0,True,4248,4248,3,5,28,-1,,-99,-99,True
1449,13711,4363802144,138650,9544,0,419,0,1,10000.0,True,9544,9544,0,5,1,-1,,-99,-99,True
1450,13712,4363831658,138650,5434,0,420,1,1,16000.0,True,5434,5434,1,5,125,-1,,-99,-99,True
1453,13713,4363885706,138650,4533,0,421,0,1,15000.0,True,4533,4533,0,5,179,-1,,-99,-99,True
1455,13714,4363925302,138650,6255,0,422,3,0,35000.0,True,6255,6255,0,5,134,-1,,-99,-99,True
1457,13715,4363998446,138650,8887,0,423,1,1,8000.0,True,8887,8887,1,5,96,-1,,-99,-99,True
1458,13716,4364076870,138650,6674,0,424,0,0,36000.0,True,6674,6674,3,5,66,-1,,-99,-99,True
1461,13717,4364102525,138650,5270,0,425,0,1,51000.0,True,5270,5270,0,5,45,-1,,-99,-99,True
1463,13718,4364125749,138650,3965,0,426,2,1,9000.0,True,3965,3965,2,5,60,-1,,-99,-99,True
1465,13719,4364147118,138650,9571,0,427,1,1,12000.0,True,9571,9571,1,5,53,-1,,-99,-99,True
1466,13720,4364195638,138650,6460,0,428,2,0,10000.0,True,6460,6460,3,5,173,-1,,-99,-99,True
1469,13721,4364220361,138650,4152,0,429,2,1,34000.0,True,4152,4152,2,5,168,-1,,-99,-99,True
1470,13723,4364607938,138650,6093,0,431,0,1,10000.0,True,6093,6093,0,5,91,-1,,-99,-99,True
1473,13724,4364634074,138650,4424,0,432,3,1,30000.0,True,4424,4424,3,5,91,-1,,-99,-99,True
1475,13726,4365821048,138650,1154,0,434,1,1,12000.0,True,1154,1154,1,2,129 143 30 81 29,-1,,-99,-99,True
1477,13727,4366465879,138650,236,0,435,3,1,17000.0,True,236,236,3,2,129 17 56 38 102,-1,,-99,-99,True
1479,13728,4366499400,138650,204,0,436,1,1,6000.0,True,204,204,1,2,137 142 38 102,-1,,-99,-99,True
1481,13729,4366526209,138650,275,0,437,0,1,17000.0,True,275,275,0,2,62 155 163 81 92,-1,,-99,-99,True
1483,13730,4366562020,138650,728,0,438,0,1,18000.0,True,728,728,0,2,69 148 32 38 92,-1,,-99,-99,True
1484,13731,4366593898,138650,335,0,439,0,1,25000.0,True,335,335,0,2,2 107 162 92 29,-1,,-99,-99,True
1486,13732,4366661959,138650,372,0,440,3,0,19000.0,True,372,372,0,2,129 143 30 92 102,-1,,-99,-99,True
1488,13733,4366729377,138650,918,0,441,1,1,19000.0,True,918,918,1,2,143 20 38 92,-1,,-99,-99,True
1491,13734,4366758837,138650,1334,0,442,1,0,22000.0,True,1334,1334,0,2,143 20 92 102,-1,,71,0,True
1492,13735,4366781511,138650,763,0,443,0,1,20000.0,True,763,763,0,2,129 143 30 38 92,-1,,71,0,True
1495,13736,4366804438,138650,538,0,444,1,1,14000.0,True,538,538,1,2,155 163 162 38 102,-1,,49,0,True
1497,13737,4366830701,138650,983,0,445,3,0,16000.0,True,983,983,0,2,143 176 92 29,-1,,48,0,True
1499,13738,4366860547,138650,329,0,446,3,1,16000.0,True,329,329,3,2,155 163 92 102,-1,,48,0,True
1500,13739,4366885460,138650,1364,0,447,0,1,19000.0,True,1364,1364,0,2,138 41 38 29,-1,,48,0,True
1502,13740,4366913345,138650,904,0,448,3,1,16000.0,True,904,904,3,2,143 141 81 92,-1,,48,0,True
1504,13741,4366940983,138650,997,0,449,3,1,19000.0,True,997,997,3,2,143 20 92 29,-1,,-99,-99,True
1506,13742,4366967174,138650,999,0,450,3,1,17000.0,True,999,999,3,2,143 176 81 92,-1,,-99,-99,True
1509,13743,4366997198,138650,412,0,451,3,1,16000.0,True,412,412,3,2,138 41 38 92,-1,,-99,-99,True
1511,13744,4367026204,138650,621,0,452,3,1,19000.0,True,621,621,3,2,155 163 81 29,-1,,-99,-99,True
1513,13745,4367057199,138650,743,0,453,3,1,19000.0,True,743,743,3,2,90 100 81 92,-1,,-99,-99,True
1515,13746,4367090864,138650,1310,0,454,1,0,9000.0,True,1310,1310,3,2,2 107 92 102,-1,,-99,-99,True
1517,13747,4367129124,138650,368,0,455,3,1,25000.0,True,368,368,3,2,143 114 92 29,-1,,-99,-99,True
1518,13748,4477126250,138650,6393,0,456,0,1,19000.0,True,6393,6393,0,5,159,-1,,-99,-99,True
1521,13749,4507140021,138650,4239,0,457,3,0,11000.0,True,4239,4239,2,5,125,-1,,-99,-99,True
1523,13750,4537161367,138650,4751,0,458,0,1,9000.0,True,4751,4751,0,5,91,-1,,-99,-99,True
1524,13751,4537264681,138650,6437,0,459,1,0,12000.0,True,6437,6437,0,5,174,-1,,33,-99,False
1527,13752,4537294058,138650,5621,0,460,2,1,48000.0,True,5621,5621,2,5,79,-1,,70,0,True
1528,13753,4537311744,138650,9833,0,461,0,1,17000.0,True,9833,9833,0,5,73,-1,,70,0,True
1531,13754,4573721072,138650,8468,0,462,0,1,5000.0,True,8468,8468,0,5,128,-1,,70,0,True
1532,13755,4610128649,138650,3862,0,463,1,1,17000.0,True,3862,3862,1,5,28,-1,,70,0,True
1534,13756,4610153980,138650,5173,0,464,0,1,17000.0,True,5173,5173,0,5,25,-1,,70,0,True
1537,13757,4610176988,138650,4286,0,465,1,1,16000.0,True,4286,4286,1,5,4,-1,,-99,-99,True
1539,13758,4610212981,138650,4065,0,466,0,0,12000.0,True,4065,4065,2,5,170,-1,,-99,-99,True
1540,13759,4610250252,138650,5092,0,467,2,0,22000.0,True,5092,5092,1,5,8,-1,,-99,-99,True
1543,13760,4610287895,138650,4003,0,468,3,1,20000.0,True,4003,4003,3,5,72,-1,,-99,-99,True
1545,13761,4610344324,138650,8611,0,469,1,1,25000.0,True,8611,8611,1,5,49,-1,,-99,-99,True
1547,13762,4610375527,138650,5181,0,470,3,1,43000.0,True,5181,5181,3,5,108,-1,,-99,-99,True
1549,13763,4709775023,138650,7217,0,471,2,1,14000.0,True,7217,7216,2,7,50 118 21,-1,,-99,-99,True
1550,13764,4709775023,138650,7219,0,471,3,0,14000.0,True,7219,7216,2,7,50 19 21,-1,,-99,-99,True
1553,13765,4709775023,138650,7216,0,471,0,0,14000.0,True,7216,7216,3,7,97 50 21,-1,,-99,-99,True
1555,13766,4709775023,138650,7218,0,471,2,1,14000.0,True,7218,7216,2,7,50 18 21,-1,,-99,-99,True
1557,13767,4710165395,138650,1914,0,472,2,0,37500.0,True,1914,1913,1,3,74 38 29,-1,,-99,-99,True
1559,13768,4710165395,138650,1915,0,472,0,1,37500.0,True,1915,1913,0,3,157 38 29,-1,,-99,-99,True
1561,13769,4710165395,138650,1913,0,472,0,0,37500.0,True,1913,1913,3,3,106 38 29,-1,,-99,-99,True
1563,13770,4710424016,138650,845,0,473,0,1,45333.0,True,845,845,0,2,90 100 38 81,-1,,-99,-99,True
1564,13771,4710542863,138650,1249,0,474,3,0,23000.0,True,1249,1249,0,2,143 141 92 102,-1,,-99,-99,True
1567,13772,4710621641,138650,434,0,475,0,1,17000.0,True,434,434,0,2,143 69 141 38 102,-1,,-99,-99,True
1569,13773,4710676610,138650,1266,0,476,1,1,18000.0,True,1266,1266,1,2,155 119 81 92,-1,,-99,-99,True
1571,13774,4710701701,138650,1360,0,477,3,1,16000.0,True,1360,1360,3,2,143 30 38 92,-1,,-99,-99,True
1573,13775,4710728406,138650,584,0,478,3,1,17000.0,True,584,584,3,2,143 176 81 92,-1,,-99,-99,True
1575,13776,4710766614,138650,237,0,479,1,1,17000.0,True,237,237,1,2,143 140 69 38 92,-1,,-99,-99,True
1576,13777,4710801141,138650,654,0,480,1,1,19000.0,True,654,654,1,2,143 140 62 81 92,-1,,-99,-99,True
1578,13778,4710828856,138650,474,0,481,0,0,17000.0,True,474,474,3,2,148 32 38 81,-1,,-99,-99,True
1581,13779,4710857777,138650,1369,0,482,3,0,20000.0,True,1369,1369,1,2,90 100 38 81,-1,,-99,-99,True
1583,13780,4710884590,138650,625,0,483,0,0,16000.0,True,625,625,1,2,129 143 176 38 92,-1,,-99,-99,True
